t,v_cmd,w_cmd,v_meas,w_meas,e_v,e_w,left_voltage,right_voltage,x_gt,y_gt,yaw_gt,seq_ok,status
0.688000,0.200000,0.040000,0.189177,0.047937,0.010823,-0.007937,1.908294,1.939641,0.123710,0.000001,0.000041,1,0
0.704000,0.200000,0.040000,0.190813,0.047937,0.009187,-0.007937,1.908357,1.939654,0.126763,0.000002,0.000044,1,0
0.720000,0.200000,0.040000,0.190853,0.047937,0.009147,-0.007937,1.912286,1.943531,0.129817,0.000002,0.000048,1,0
0.736000,0.200000,0.040000,0.191239,0.000000,0.008761,0.040000,1.891118,1.960969,0.132877,0.000002,0.000052,1,0
0.752000,0.200000,0.040000,0.189167,0.047937,0.010833,-0.007937,1.908438,1.939889,0.135903,0.000002,0.000057,1,0
0.768000,0.200000,0.040000,0.190825,0.095874,0.009175,-0.055874,1.929762,1.922506,0.138957,0.000002,0.000061,1,0
0.784000,0.200000,0.040000,0.192258,-0.047937,0.007742,0.087937,1.870077,1.978432,0.142033,0.000002,0.000056,1,0
0.800000,0.200000,0.040000,0.187125,0.143811,0.012875,-0.103811,1.951011,1.905303,0.145027,0.000002,0.000062,1,0
0.816000,0.200000,0.040000,0.190487,-0.047937,0.009513,0.087937,1.870233,1.978486,0.148075,0.000003,0.000058,1,0
0.831999,0.200000,0.040000,0.187106,0.095874,0.012894,-0.055874,1.929906,1.922754,0.151068,0.000003,0.000063,1,0
0.847999,0.200000,0.040000,0.192202,0.000000,0.007798,0.040000,1.891482,1.961284,0.154144,0.000003,0.000059,1,0
0.863999,0.200000,0.040000,0.189232,0.047937,0.010768,-0.007937,1.908802,1.940204,0.157171,0.000003,0.000064,1,0
0.879999,0.200000,0.040000,0.190869,0.000000,0.009131,0.040000,1.891469,1.961477,0.160225,0.000003,0.000069,1,0
0.895999,0.200000,0.040000,0.189200,0.095874,0.010800,-0.055874,1.930050,1.923001,0.163252,0.000003,0.000074,1,0
0.911999,0.200000,0.040000,0.192274,0.000000,0.007726,0.040000,1.891626,1.961532,0.166329,0.000004,0.000069,1,0
0.927999,0.200000,0.040000,0.189247,0.047937,0.010753,-0.007937,1.908946,1.940452,0.169357,0.000004,0.000075,1,0
0.943999,0.200000,0.040000,0.190883,0.047937,0.009117,-0.007937,1.912874,1.944329,0.172411,0.000004,0.000080,1,0
0.959999,0.200000,0.040000,0.191303,0.047937,0.008697,-0.007937,1.909102,1.940506,0.175472,0.000004,0.000086,1,0
0.975999,0.200000,0.040000,0.190942,0.000000,0.009058,0.040000,1.891770,1.961779,0.178527,0.000005,0.000092,1,0
0.991999,0.200000,0.040000,0.189230,0.095874,0.010770,-0.055874,1.930351,1.923304,0.181554,0.000005,0.000099,1,0
1.007999,0.200000,0.040000,0.192308,-0.047937,0.007692,0.087937,1.870665,1.979230,0.184631,0.000005,0.000093,1,0
1.023999,0.200000,0.040000,0.187190,0.143811,0.012810,-0.103811,1.947734,1.902236,0.187626,0.000005,0.000100,1,0
1.039999,0.200000,0.040000,0.190193,-0.047937,0.009807,0.087937,1.874657,1.983119,0.190669,0.000006,0.000094,1,0
1.055999,0.200000,0.040000,0.187540,0.143811,0.012460,-0.103811,1.947890,1.902291,0.193670,0.000006,0.000101,1,0
1.071999,0.200000,0.040000,0.190207,-0.095874,0.009793,0.135874,1.853552,2.000570,0.196713,0.000006,0.000094,1,0
1.087999,0.200000,0.040000,0.185470,0.191748,0.014530,-0.151748,1.969139,1.885088,0.199681,0.000007,0.000102,1,0
1.103999,0.200000,0.040000,0.188474,-0.095874,0.011526,0.135874,1.853709,2.000624,0.202697,0.000007,0.000095,1,0
1.119999,0.200000,0.040000,0.185452,0.143811,0.014548,-0.103811,1.948035,1.902538,0.205664,0.000007,0.000102,1,0
1.135999,0.200000,0.040000,0.190191,-0.095874,0.009809,0.135874,1.853696,2.000817,0.208707,0.000007,0.000096,1,0
1.151999,0.200000,0.040000,0.185490,0.191748,0.014510,-0.151748,1.969283,1.885336,0.211675,0.000008,0.000103,1,0
1.168000,0.200000,0.040000,0.188502,-0.095874,0.011498,0.135874,1.853853,2.000872,0.214691,0.000008,0.000097,1,0
1.184000,0.200000,0.040000,0.185471,0.143811,0.014529,-0.103811,1.948179,1.902786,0.217658,0.000008,0.000104,1,0
1.200000,0.200000,0.040000,0.190218,0.000000,0.009782,0.040000,1.892497,1.962409,0.220702,0.000009,0.000098,1,0
1.216000,0.200000,0.040000,0.189305,0.047937,0.010695,-0.007937,1.909817,1.941329,0.223731,0.000009,0.000105,1,0
1.232000,0.200000,0.040000,0.190984,0.000000,0.009016,0.040000,1.892484,1.962602,0.226786,0.000009,0.000112,1,0
1.248000,0.200000,0.040000,0.189315,0.095874,0.010685,-0.055874,1.931065,1.924126,0.229815,0.000009,0.000120,1,0
1.264000,0.200000,0.040000,0.192397,0.000000,0.007603,0.040000,1.892641,1.962656,0.232894,0.000010,0.000112,1,0
1.280000,0.200000,0.040000,0.189360,0.047937,0.010640,-0.007937,1.909961,1.941576,0.235923,0.000010,0.000120,1,0
1.296000,0.200000,0.040000,0.190995,0.000000,0.009005,0.040000,1.892628,1.962849,0.238979,0.000010,0.000128,1,0
1.312000,0.200000,0.040000,0.189326,0.095874,0.010674,-0.055874,1.931210,1.924374,0.242009,0.000011,0.000137,1,0
1.328000,0.200000,0.040000,0.192422,0.000000,0.007578,0.040000,1.892785,1.962904,0.245087,0.000011,0.000128,1,0
1.344000,0.200000,0.040000,0.189374,0.047937,0.010626,-0.007937,1.910105,1.941824,0.248117,0.000012,0.000137,1,0
1.360000,0.200000,0.040000,0.191009,0.047937,0.008991,-0.007937,1.910168,1.941836,0.251173,0.000012,0.000146,1,0
1.376000,0.200000,0.040000,0.191050,0.047937,0.008950,-0.007937,1.914096,1.945714,0.254230,0.000012,0.000156,1,0
1.392000,0.200000,0.040000,0.191437,0.047937,0.008563,-0.007937,1.910324,1.941891,0.257293,0.000013,0.000166,1,0
1.408000,0.200000,0.040000,0.191075,0.000000,0.008925,0.040000,1.892992,1.963164,0.260350,0.000013,0.000177,1,0
1.424000,0.200000,0.040000,0.189365,0.095874,0.010635,-0.055874,1.931573,1.924688,0.263380,0.000014,0.000188,1,0
1.440000,0.200000,0.040000,0.192461,-0.047937,0.007539,0.087937,1.871887,1.980614,0.266460,0.000015,0.000177,1,0
1.456000,0.200000,0.040000,0.187325,0.095874,0.012675,-0.055874,1.931561,1.924881,0.269457,0.000015,0.000189,1,0
1.472000,0.200000,0.040000,0.192434,0.047937,0.007566,-0.007937,1.910531,1.942151,0.272536,0.000016,0.000178,1,0
1.488000,0.200000,0.040000,0.191124,0.000000,0.008876,0.040000,1.893199,1.963424,0.275594,0.000016,0.000189,1,0
1.504000,0.200000,0.040000,0.189392,0.095874,0.010608,-0.055874,1.931780,1.924948,0.278624,0.000017,0.000202,1,0
1.520000,0.200000,0.040000,0.192486,0.000000,0.007514,0.040000,1.893355,1.963479,0.281704,0.000017,0.000189,1,0
1.536000,0.200000,0.040000,0.189438,0.047937,0.010562,-0.007937,1.910675,1.942398,0.284735,0.000018,0.000202,1,0
1.552000,0.200000,0.040000,0.191075,0.000000,0.008925,0.040000,1.893343,1.963672,0.287792,0.000019,0.000214,1,0
1.568000,0.200000,0.040000,0.189408,0.095874,0.010592,-0.055874,1.931924,1.925196,0.290823,0.000019,0.000228,1,0
1.584000,0.200000,0.040000,0.192516,0.000000,0.007484,0.040000,1.893499,1.963726,0.293903,0.000020,0.000214,1,0
1.600000,0.200000,0.040000,0.189456,0.047937,0.010544,-0.007937,1.910820,1.942646,0.296934,0.000020,0.000228,1,0
1.616000,0.200000,0.040000,0.191093,0.047937,0.008907,-0.007937,1.910882,1.942658,0.299992,0.000021,0.000242,1,0
1.632000,0.200000,0.040000,0.191135,0.047937,0.008865,-0.007937,1.914811,1.946536,0.303050,0.000022,0.000257,1,0
1.648000,0.200000,0.040000,0.191523,0.047937,0.008477,-0.007937,1.911039,1.942713,0.306114,0.000023,0.000272,1,0
1.664001,0.200000,0.040000,0.191162,0.000000,0.008838,0.040000,1.893706,1.963986,0.309173,0.000024,0.000289,1,0
1.680001,0.200000,0.040000,0.189453,0.047937,0.010547,-0.007937,1.911027,1.942906,0.312204,0.000024,0.000307,1,0
1.696001,0.200000,0.040000,0.191121,0.095874,0.008879,-0.055874,1.932350,1.925523,0.315262,0.000025,0.000325,1,0
1.712001,0.200000,0.040000,0.192602,-0.047937,0.007398,0.087937,1.872665,1.981448,0.318344,0.000026,0.000306,1,0
1.728001,0.200000,0.040000,0.187423,0.095874,0.012577,-0.055874,1.932338,1.925716,0.321342,0.000027,0.000325,1,0
1.744001,0.200000,0.040000,0.192538,0.000000,0.007462,0.040000,1.893913,1.964246,0.324423,0.000028,0.000306,1,0
1.760001,0.200000,0.040000,0.189512,0.095874,0.010488,-0.055874,1.932495,1.925771,0.327455,0.000029,0.000325,1,0
1.776001,0.200000,0.040000,0.192587,-0.047937,0.007413,0.087937,1.872809,1.981696,0.330537,0.000030,0.000306,1,0
1.792001,0.200000,0.040000,0.187441,0.143811,0.012559,-0.103811,1.949878,1.904702,0.333536,0.000031,0.000325,1,0
1.808001,0.200000,0.040000,0.190472,-0.047937,0.009528,0.087937,1.876800,1.985586,0.336583,0.000032,0.000307,1,0
